Topic_ID,Created_Year,Created_Month,Topic_Original_Title,Provider_ID,Topic_Desc,Topic_Volume,Topic_Issue,Topic_Counter,Topic_Language,Topic_UID,CategoryID,Topic_Archived
5784,2019,02_February,To Sail Beyond the Sunset,1,Non quos et. Eligendi et quas.,2019,2,0,en,5784_1,1,0
5785,2019,02_February,Blood's a Rover,2,Eum ad sit. Sit illum id.,2019,2,0,en,5785_1,1,0
5786,2019,02_February,Of Human Bondage,2,Ipsa perspiciatis explicabo. Sunt earum et.,2019,2,0,en,5786_1,1,0
5787,2019,02_February,Down to a Sunless Sea,2,Culpa et ratione. Quis quas sed.,2019,2,0,en,5787_1,1,0
5788,2019,03_March,To Your Scattered Bodies Go,1,Minus aut ducimus. Numquam in qui.,2019,3,0,en,5788_1,1,0
5789,2019,03_March,The Cricket on the Hearth,1,Inventore et veritatis. Ea maxime nisi.,2019,3,0,en,5789_1,1,0
5790,2019,03_March,Look to Windward,1,Est ea fuga. Pariatur doloremque qui.,2019,3,0,en,5790_1,1,0
5791,2019,03_March,Have His Carcase,1,Ut labore eum. Magni eos aliquid.,2019,3,0,en,5791_1,1,0
5792,2019,03_March,That Good Night,1,Aliquid ea velit. In voluptas laborum.,2019,3,0,en,5792_1,1,0
5793,2019,03_March,The Wealth of Nations,1,Quia nobis ipsum. Et eum enim.,2019,3,0,en,5793_1,1,0
5794,2019,03_March,Beneath the Bleeding,1,Cum omnis quia. Ad porro voluptas.,2019,3,0,en,5794_1,1,0
5795,2019,03_March,Time of our Darkness,1,Hic architecto magnam. Mollitia aliquid rerum.,2019,3,0,en,5795_1,1,0
5796,2019,03_March,Rosemary Sutcliff,1,Impedit iure maiores. Est voluptatum quasi.,2019,3,0,en,5796_1,1,0
5797,2019,03_March,Things Fall Apart,1,Est molestias expedita. Id aut et.,2019,3,0,en,5797_1,1,0
5798,2019,03_March,No Highway,1,Et voluptates aut. Nam necessitatibus atque.,2019,3,0,en,5798_1,1,0
5799,2019,03_March,This Side of Paradise,1,Culpa eos corrupti. Vero nostrum quod.,2019,3,0,en,5799_1,1,0
5800,2019,03_March,To a God Unknown,1,Iusto officiis aspernatur. Itaque quia cum.,2019,3,0,en,5800_1,1,0
5801,2019,03_March,To Say Nothing of the Dog,1,Sit dignissimos dolorum. In hic ad.,2019,3,0,en,5801_1,1,0
5802,2019,03_March,Carrion Comfort,1,Excepturi cupiditate molestiae. Ipsum voluptas alias.,2019,3,0,en,5802_1,1,0
5803,2019,03_March,The Lathe of Heaven,1,Corrupti saepe quo. Animi omnis totam.,2019,3,0,en,5803_1,1,0
5804,2019,03_March,To Sail Beyond the Sunset,2,Rem blanditiis debitis. Soluta et et.,2019,3,0,en,5804_1,1,0
5805,2019,03_March,In Death Ground,2,Nulla quis et. Omnis corrupti eum.,2019,3,0,en,5805_1,1,0
5806,2019,03_March,Rosemary Sutcliff,2,Dolorum assumenda cum. Vel voluptatem quo.,2019,3,0,en,5806_1,1,0
5807,2019,03_March,Death Be Not Proud,3,Minima in asperiores. Est dolor deleniti.,2019,3,0,en,5807_1,1,0
5808,2019,03_March,"Look Homeward, Angel",3,Aliquam cum sit. Reprehenderit vel error.,2019,3,0,en,5808_1,1,0
5809,2019,03_March,The Waste Land,3,Quos vero cupiditate. Totam est et.,2019,3,0,en,5809_1,1,0
5810,2019,03_March,Where Angels Fear to Tread,3,Minus consectetur eligendi. Sit ut ex.,2019,3,0,en,5810_1,1,0
5811,2019,03_March,A Monstrous Regiment of Women,3,Voluptatem voluptatum neque. Incidunt harum velit.,2019,3,0,en,5811_1,1,0
5812,2019,03_March,Surprised by Joy,3,Minima veritatis error. Quod et similique.,2019,3,0,en,5812_1,1,0
5813,2019,03_March,Time of our Darkness,3,Molestias exercitationem et. Libero ab et.,2019,3,0,en,5813_1,1,0
5814,2019,03_March,Postern of Fate,3,Repellat expedita dolorem. Ut placeat id.,2019,3,0,en,5814_1,1,0
5815,2019,03_March,A Summer Bird-Cage,3,Rerum sed magni. Ut reiciendis aspernatur.,2019,3,0,en,5815_1,1,0
5816,2019,03_March,The Mermaids Singing,3,Qui et animi. Consectetur est aut.,2019,3,0,en,5816_1,1,0
5817,2019,03_March,Clouds of Witness,3,Vel dolorem earum. Reiciendis deleniti sunt.,2019,3,0,en,5817_1,1,0
5820,2019,03_March,A Time of Gifts,3,Quaerat sed ullam. Est quis est.,2019,3,0,en,5820_1,1,0
5821,2019,03_March,Blithe Spirit,3,Quam adipisci aut. Et harum quo.,2019,3,0,en,5821_1,1,0
5822,2019,03_March,"The World, the Flesh and the Devil",3,Officia iure velit. Eaque enim fugit.,2019,3,0,en,5822_1,1,0
5823,2019,03_March,Specimen Days,3,Aspernatur id ratione. Occaecati accusantium hic.,2019,3,0,en,5823_1,1,0
5824,2019,04_April,Pale Kings and Princes,1,In saepe distinctio. Natus ut ab.,2019,4,0,en,5824_1,1,0
5825,2019,04_April,"Such, Such Were the Joys",1,Id et fugiat. Possimus porro debitis.,2019,4,0,en,5825_1,1,0
5826,2019,04_April,Beyond the Mexique Bay,1,Nostrum velit dolores. Nam sit quae.,2019,4,0,en,5826_1,1,0
5827,2019,04_April,O Pioneers!,1,Rem magni harum. Voluptas animi est.,2019,4,0,en,5827_1,1,0
5828,2019,04_April,Time of our Darkness,1,Velit sint quia. Fugiat voluptatem nostrum.,2019,4,0,en,5828_1,1,0
5829,2019,04_April,The Heart Is Deceitful Above All Things,1,Quasi sint molestiae. Reiciendis odit voluptatem.,2019,4,0,en,5829_1,1,0
5830,2019,04_April,Unweaving the Rainbow,1,Beatae numquam quo. Deleniti sit quo.,2019,4,0,en,5830_1,1,0
5831,2019,04_April,Tirra Lirra by the River,1,Voluptas nobis magni. Veritatis soluta enim.,2019,4,0,en,5831_1,1,0
5832,2019,04_April,Jacob Have I Loved,1,Autem consequuntur iste. Quasi ipsam atque.,2019,4,0,en,5832_1,1,0
5833,2019,04_April,A Many-Splendoured Thing,1,Asperiores et nisi. Consequatur totam qui.,2019,4,0,en,5833_1,1,0
5834,2019,04_April,East of Eden,1,Facere reprehenderit aliquid. Nulla iste sequi.,2019,4,0,en,5834_1,1,0
5835,2019,04_April,The Man Within,1,Perspiciatis voluptas quam. Illum officia quia.,2019,4,0,en,5835_1,1,0
5836,2019,04_April,Infinite Jest,1,Similique optio sit. Qui ullam id.,2019,4,0,en,5836_1,1,0
5837,2019,04_April,Noli Me Tangere,1,Et dignissimos quibusdam. Et est quis.,2019,4,0,en,5837_1,1,0
5838,2019,04_April,The Heart Is a Lonely Hunter,1,Quasi in perferendis. Et adipisci ut.,2019,4,0,en,5838_1,1,0
5839,2019,04_April,Everything is Illuminated,1,Et fugit molestias. Ut perferendis voluptas.,2019,4,0,en,5839_1,1,0
5840,2019,04_April,A Darkling Plain,1,Vel id debitis. Fugiat expedita omnis.,2019,4,0,en,5840_1,1,0
5841,2019,04_April,Cover Her Face,1,Quae adipisci ut. Laboriosam quis in.,2019,4,0,en,5841_1,1,0
5842,2019,04_April,Vanity Fair,2,Voluptatem dolore quo. Sit rerum nam.,2019,4,0,en,5842_1,1,0
5843,2019,04_April,Stranger in a Strange Land,2,Itaque in repellat. Ab vel ea.,2019,4,0,en,5843_1,1,0
5844,2019,04_April,A Handful of Dust,2,Qui eos iure. Sed est explicabo.,2019,4,0,en,5844_1,1,0
5845,2019,04_April,Sleep the Brave,3,Optio quas ex. Tenetur similique qui.,2019,4,0,en,5845_1,1,0
5846,2019,04_April,Dulce et Decorum Est,3,Cupiditate consequatur quo. Iste delectus inventore.,2019,4,0,en,5846_1,1,0
5847,2019,04_April,Dance Dance Dance,3,Numquam qui provident. Consequuntur eos id.,2019,4,0,en,5847_1,1,0
5848,2019,04_April,Dance Dance Dance,3,Placeat quam libero. Placeat iusto dolores.,2019,4,0,en,5848_1,1,0
5849,2019,04_April,Tirra Lirra by the River,3,Est culpa itaque. Et nihil ut.,2019,4,0,en,5849_1,1,0
5850,2019,04_April,The Moon by Night,3,Quia in aut. Quod porro praesentium.,2019,4,0,en,5850_1,1,0
5851,2019,04_April,Things Fall Apart,3,Dolorem animi aut. Voluptatem fugiat neque.,2019,4,0,en,5851_1,1,0
5852,2019,04_April,"If Not Now, When?",3,In velit voluptas. Sit esse qui.,2019,4,0,en,5852_1,1,0
5853,2019,04_April,A Monstrous Regiment of Women,3,Eius blanditiis ullam. Culpa reprehenderit qui.,2019,4,0,en,5853_1,1,0
5854,2019,04_April,From Here to Eternity,3,Accusantium debitis molestias. Itaque ipsa enim.,2019,4,0,en,5854_1,1,0
5855,2019,04_April,The Violent Bear It Away,3,Molestias cum in. Sit id saepe.,2019,4,0,en,5855_1,1,0
5856,2019,04_April,The Painted Veil,3,Sit ea mollitia. Voluptas recusandae consequatur.,2019,4,0,en,5856_1,1,0
5857,2019,04_April,The Monkey's Raincoat,3,Facere ullam laudantium. At debitis magnam.,2019,4,0,en,5857_1,1,0
5858,2019,04_April,I Will Fear No Evil,3,Deserunt sed sequi. Sit et sit.,2019,4,0,en,5858_1,1,0
5859,2019,04_April,A Passage to India,3,Quisquam officiis non. Beatae minus ut.,2019,4,0,en,5859_1,1,0
5860,2019,04_April,What's Become of Waring,3,Ipsam aut odit. Ea excepturi corrupti.,2019,4,0,en,5860_1,1,0
5861,2019,05_May,Now Sleeps the Crimson Petal,1,Voluptatum et labore. Nesciunt quia pariatur.,2019,5,0,en,5861_1,1,0
5862,2019,05_May,Waiting for the Barbarians,1,Enim magnam nam. Suscipit consequatur libero.,2019,5,0,en,5862_1,1,0
5863,2019,05_May,Brandy of the Damned,1,Deserunt ipsum modi. Quasi omnis ipsam.,2019,5,0,en,5863_1,1,0
5864,2019,05_May,"Ah, Wilderness!",1,Enim porro repudiandae. Voluptate officiis aliquid.,2019,5,0,en,5864_1,1,0
5865,2019,05_May,Surprised by Joy,1,Aut et amet. Sed ipsa aut.,2019,5,0,en,5865_1,1,0
5866,2019,05_May,The Road Less Traveled,1,Doloremque est autem. Dignissimos beatae libero.,2019,5,0,en,5866_1,1,0
5867,2019,05_May,This Lime Tree Bower,1,Eos omnis ad. In minima quia.,2019,5,0,en,5867_1,1,0
5868,2019,05_May,The Golden Apples of the Sun,1,Ex est libero. Nam officia aspernatur.,2019,5,0,en,5868_1,1,0
5869,2019,05_May,If I Forget Thee Jerusalem,1,Quasi id consequatur. Ducimus nostrum ipsum.,2019,5,0,en,5869_1,1,0
5870,2019,05_May,The Monkey's Raincoat,1,Sit molestiae debitis. Magni libero laudantium.,2019,5,0,en,5870_1,1,0
5871,2019,05_May,This Lime Tree Bower,1,A labore qui. Sequi et provident.,2019,5,0,en,5871_1,1,0
5872,2019,05_May,The Golden Bowl,1,Omnis libero nisi. Porro aliquid eligendi.,2019,5,0,en,5872_1,1,0
5873,2019,05_May,The Golden Apples of the Sun,1,Explicabo est quis. Doloribus earum illo.,2019,5,0,en,5873_1,1,0
5874,2019,05_May,The Golden Bowl,2,Sit voluptatem magnam. Possimus vel ipsum.,2019,5,0,en,5874_1,1,0
5875,2019,05_May,Noli Me Tangere,2,Ad cupiditate ratione. Excepturi consequatur placeat.,2019,5,0,en,5875_1,1,0
5876,2019,05_May,Vile Bodies,2,Cum dolorem consequatur. Illo qui placeat.,2019,5,0,en,5876_1,1,0
5877,2019,05_May,Terrible Swift Sword,3,Amet veniam a. Aliquam neque iusto.,2019,5,0,en,5877_1,1,0
5878,2019,05_May,No Country for Old Men,3,Atque impedit eaque. Ullam earum atque.,2019,5,0,en,5878_1,1,0
5879,2019,05_May,In a Dry Season,3,Autem eligendi possimus. Perferendis exercitationem corporis.,2019,5,0,en,5879_1,1,0
5880,2019,05_May,East of Eden,3,Id dignissimos sed. Atque unde laudantium.,2019,5,0,en,5880_1,1,0
5881,2019,05_May,Specimen Days,3,Ut dolorum sit. Odio vel sit.,2019,5,0,en,5881_1,1,0
5882,2019,05_May,Jesting Pilate,3,Quia voluptas rerum. Impedit error tempora.,2019,5,0,en,5882_1,1,0
5883,2019,05_May,Where Angels Fear to Tread,3,Et porro unde. Occaecati omnis earum.,2019,5,0,en,5883_1,1,0
5884,2019,05_May,The Waste Land,3,Cumque sit sapiente. Repudiandae aut cumque.,2019,5,0,en,5884_1,1,0
5885,2019,05_May,Dulce et Decorum Est,3,Qui quasi ab. Asperiores id corrupti.,2019,5,0,en,5885_1,1,0
5886,2019,05_May,Quo Vadis,3,Quaerat temporibus sed. Iste qui voluptatem.,2019,5,0,en,5886_1,1,0
5887,2019,05_May,Specimen Days,3,Ex dolorum et. Sed in illo.,2019,5,0,en,5887_1,1,0
5888,2019,05_May,The Lathe of Heaven,3,Unde delectus labore. Nesciunt nostrum quos.,2019,5,0,en,5888_1,1,0
5889,2019,05_May,The Violent Bear It Away,3,Reprehenderit rem culpa. Ad eaque optio.,2019,5,0,en,5889_1,1,0
5890,2019,05_May,No Longer at Ease,3,Omnis eligendi atque. Sed quasi ut.,2019,5,0,en,5890_1,1,0
5891,2019,06_June,Dance Dance Dance,2,Esse quae architecto. Nulla nisi quisquam.,2019,6,0,en,5891_1,1,0
5892,2019,06_June,Down to a Sunless Sea,3,Nihil sint vero. Qui necessitatibus rerum.,2019,6,0,en,5892_1,1,0
5893,2019,06_June,I Sing the Body Electric,3,Sed hic ut. Amet soluta inventore.,2019,6,0,en,5893_1,1,0
5894,2019,06_June,Jesting Pilate,3,Facere doloremque suscipit. Eum omnis placeat.,2019,6,0,en,5894_1,1,0
5895,2019,06_June,Look to Windward,3,Porro laborum aliquid. Error rerum sed.,2019,6,0,en,5895_1,1,0
5896,2019,06_June,The Moving Finger,3,Adipisci consectetur pariatur. Et voluptatem sunt.,2019,6,0,en,5896_1,1,0
5897,2019,06_June,An Evil Cradling,3,Quia in tenetur. Tenetur quaerat deserunt.,2019,6,0,en,5897_1,1,0
5898,2019,06_June,Quo Vadis,3,Excepturi et ut. Error excepturi et.,2019,6,0,en,5898_1,1,0
5899,2019,06_June,No Highway,3,Vel voluptatem quis. Fuga mollitia incidunt.,2019,6,0,en,5899_1,1,0
5900,2019,06_June,A Catskill Eagle,3,Blanditiis quas quia. Itaque sint hic.,2019,6,0,en,5900_1,1,0
5901,2019,06_June,Wildfire at Midnight,3,Repellendus maiores et. Deleniti eius rerum.,2019,6,0,en,5901_1,1,0
5902,2019,06_June,A Confederacy of Dunces,3,Facilis ad aut. Illum quae est.,2019,6,0,en,5902_1,1,0
5903,2019,06_June,A Farewell to Arms,3,Incidunt minus amet. Quod quasi odit.,2019,6,0,en,5903_1,1,0
5904,2019,06_June,Some Buried Caesar,3,Aut deserunt dolore. Possimus sit nostrum.,2019,6,0,en,5904_1,1,0
5905,2019,06_June,If I Forget Thee Jerusalem,3,Dignissimos inventore ipsa. Rem itaque doloribus.,2019,6,0,en,5905_1,1,0
5907,2019,06_June,A Confederacy of Dunces,1,Ut accusantium dolores. Rerum in quidem.,2019,6,0,en,5907_1,1,0
5908,2019,06_June,The Mirror Crack'd from Side to Side,1,Eius pariatur consequatur. Vel explicabo magnam.,2019,6,0,en,5908_1,1,0
5909,2019,06_June,The Stars' Tennis Balls,1,Earum eaque velit. Minima autem officiis.,2019,6,0,en,5909_1,1,0
5910,2019,06_June,O Jerusalem!,1,Delectus occaecati voluptate. Voluptates illo dolores.,2019,6,0,en,5910_1,1,0
5911,2019,06_June,Oh! To be in England,1,Perferendis eum perspiciatis. Voluptatem dolores qui.,2019,6,0,en,5911_1,1,0
5912,2019,06_June,A Time of Gifts,1,Sed blanditiis placeat. Non doloribus nemo.,2019,6,0,en,5912_1,1,0
5913,2019,06_June,Recalled to Life,1,Iste vitae ut. Ipsum consectetur quam.,2019,6,0,en,5913_1,1,0
5914,2019,06_June,Moab Is My Washpot,1,Et adipisci qui. Eaque sint eum.,2019,6,0,en,5914_1,1,0
5915,2019,06_June,Edna O'Brien,1,Sed quo suscipit. In consequatur non.,2019,6,0,en,5915_1,1,0
5916,2019,06_June,Postern of Fate,1,Voluptatem occaecati voluptatem. Qui ex molestiae.,2019,6,0,en,5916_1,1,0
5917,2019,06_June,A Summer Bird-Cage,1,Recusandae explicabo quam. Officia rerum inventore.,2019,6,0,en,5917_1,1,0
5918,2019,06_June,In a Glass Darkly,1,Ea accusantium enim. Cupiditate aut eum.,2019,6,0,en,5918_1,1,0
5919,2019,06_June,Butter In a Lordly Dish,1,Consequatur ipsum error. Sed ratione minus.,2019,6,0,en,5919_1,1,0
5920,2019,06_June,A Time of Gifts,1,Sit fugit eos. Voluptatem ut enim.,2019,6,0,en,5920_1,1,0
5921,2019,06_June,By Grand Central Station I Sat Down and Wept,1,Hic asperiores suscipit. Vel optio reprehenderit.,2019,6,0,en,5921_1,1,0
5922,2019,07_July,The Curious Incident of the Dog in the Night-Time,2,Ipsam voluptatem vitae. Nobis dolores et.,2019,7,0,en,5922_1,1,0
5923,2019,07_July,To Say Nothing of the Dog,2,Ut cumque magnam. Necessitatibus voluptatem aspernatur.,2019,7,0,en,5923_1,1,0
5925,2019,07_July,Precious Bane,3,Quam sunt impedit. Id occaecati molestiae.,2019,7,0,en,5925_1,1,0
5926,2019,07_July,All Passion Spent,3,Sed voluptates eos. Magni est in.,2019,7,0,en,5926_1,1,0
5927,2019,07_July,Noli Me Tangere,3,Inventore alias reprehenderit. Et vel est.,2019,7,0,en,5927_1,1,0
5928,2019,07_July,If I Forget Thee Jerusalem,3,Ipsam et quia. Ea ipsam placeat.,2019,7,0,en,5928_1,1,0
5929,2019,07_July,A Handful of Dust,3,Numquam optio nostrum. Et quia ex.,2019,7,0,en,5929_1,1,0
5930,2019,07_July,Surprised by Joy,3,Ipsam ullam et. Consequatur sed et.,2019,7,0,en,5930_1,1,0
5931,2019,07_July,Consider Phlebas,3,Quae quis harum. Ea temporibus at.,2019,7,0,en,5931_1,1,0
5932,2019,07_July,The Wings of the Dove,3,Inventore harum autem. Animi sit doloribus.,2019,7,0,en,5932_1,1,0
5933,2019,07_July,All Passion Spent,3,Qui debitis voluptatem. Doloremque eos magnam.,2019,7,0,en,5933_1,1,0
5934,2019,07_July,Postern of Fate,3,Incidunt et saepe. Voluptatem inventore nostrum.,2019,7,0,en,5934_1,1,0
5935,2019,07_July,A Catskill Eagle,3,Suscipit mollitia voluptatem. Numquam dicta non.,2019,7,0,en,5935_1,1,0
5936,2019,07_July,Behold the Man,3,Distinctio nam qui. Harum rerum qui.,2019,7,0,en,5936_1,1,0
5937,2019,07_July,A Catskill Eagle,3,Molestiae iusto at. Rerum totam iure.,2019,7,0,en,5937_1,1,0
5938,2019,07_July,Precious Bane,3,Labore sed dolorum. Accusantium corrupti hic.,2019,7,0,en,5938_1,1,0
5939,2019,07_July,The Man Within,2,Inventore ut ut. Quia rerum distinctio.,2019,7,0,en,5939_1,1,0
5940,2019,07_July,Lilies of the Field,1,Eligendi quae non. Molestias enim sint.,2019,7,0,en,5940_1,1,0
5941,2019,07_July,The Yellow Meads of Asphodel,1,Voluptas facere et. Nobis ratione eveniet.,2019,7,0,en,5941_1,1,0
5942,2019,07_July,Edna O'Brien,1,Sint molestiae beatae. Enim delectus illo.,2019,7,0,en,5942_1,1,0
5943,2019,07_July,To a God Unknown,1,Sed rerum veritatis. Perferendis aut similique.,2019,7,0,en,5943_1,1,0
5944,2019,07_July,Blood's a Rover,1,Et et consequuntur. Voluptates debitis repudiandae.,2019,7,0,en,5944_1,1,0
5945,2019,07_July,The Way Through the Woods,1,Commodi corporis explicabo. Natus ad inventore.,2019,7,0,en,5945_1,1,0
5946,2019,07_July,Fair Stood the Wind for France,1,Vero sunt et. Aut repellendus consequatur.,2019,7,0,en,5946_1,1,0
5947,2019,07_July,East of Eden,1,Architecto non molestias. Est veniam accusantium.,2019,7,0,en,5947_1,1,0
5948,2019,07_July,The Wives of Bath,1,Id voluptatem nostrum. Doloribus expedita debitis.,2019,7,0,en,5948_1,1,0
5949,2019,07_July,Mother Night,1,Maiores odit repudiandae. Modi dolore dicta.,2019,7,0,en,5949_1,1,0
5950,2019,07_July,Tender Is the Night,1,Perferendis sed officiis. Odit qui optio.,2019,7,0,en,5950_1,1,0
5951,2019,07_July,I Sing the Body Electric,1,At fugiat iste. Voluptatem voluptate porro.,2019,7,0,en,5951_1,1,0
5952,2019,07_July,Beyond the Mexique Bay,1,Est et et. Iste numquam aspernatur.,2019,7,0,en,5952_1,1,0
5953,2019,07_July,By Grand Central Station I Sat Down and Wept,1,Non repellendus exercitationem. Illo eius magnam.,2019,7,0,en,5953_1,1,0
5954,2019,07_July,The Mermaids Singing,1,Et quidem quo. In hic ea.,2019,7,0,en,5954_1,1,0
5955,2019,07_July,Let Us Now Praise Famous Men,1,Quaerat consectetur autem. Aut dolores consectetur.,2019,7,0,en,5955_1,1,0
5956,2019,07_July,Terrible Swift Sword,1,Impedit officia numquam. Illo minus aut.,2019,7,0,en,5956_1,1,0
5957,2019,08_August,The Heart Is Deceitful Above All Things,1,Culpa ad nobis. Est culpa voluptatibus.,2019,8,0,en,5957_1,1,0
5958,2019,08_August,A Summer Bird-Cage,1,Omnis rem dolorem. Eligendi perferendis quia.,2019,8,0,en,5958_1,1,0
5959,2019,08_August,Jesting Pilate,1,Labore architecto est. Enim sit quidem.,2019,8,0,en,5959_1,1,0
5960,2019,08_August,The Golden Bowl,1,Ea id delectus. Nihil consequatur exercitationem.,2019,8,0,en,5960_1,1,0
5961,2019,08_August,Frequent Hearses,1,Pariatur quia similique. Neque ratione et.,2019,8,0,en,5961_1,1,0
5962,2019,08_August,Wildfire at Midnight,1,Illo reprehenderit qui. Sed aut corporis.,2019,8,0,en,5962_1,1,0
5963,2019,08_August,What's Become of Waring,1,Recusandae soluta magni. Esse molestias et.,2019,8,0,en,5963_1,1,0
5964,2019,08_August,Blithe Spirit,1,Non numquam quod. Quis in molestiae.,2019,8,0,en,5964_1,1,0
5965,2019,08_August,Look to Windward,1,Distinctio nemo aliquid. Ut eius quas.,2019,8,0,en,5965_1,1,0
5966,2019,08_August,Dying of the Light,1,Et beatae est. Alias consectetur sit.,2019,8,0,en,5966_1,1,0
5967,2019,08_August,Butter In a Lordly Dish,1,Sequi aut ut. Deserunt quo aut.,2019,8,0,en,5967_1,1,0
5968,2019,08_August,Blithe Spirit,1,Sed illo est. Quidem facere voluptatem.,2019,8,0,en,5968_1,1,0
5969,2019,08_August,The Line of Beauty,1,Officiis ut qui. Est suscipit ea.,2019,8,0,en,5969_1,1,0
5970,2019,08_August,Clouds of Witness,1,Non est dignissimos. Voluptatum eos assumenda.,2019,8,0,en,5970_1,1,0
5971,2019,08_August,The Wealth of Nations,1,Animi excepturi deserunt. In et nemo.,2019,8,0,en,5971_1,1,0
5972,2019,08_August,As I Lay Dying,1,Ipsam soluta culpa. A hic omnis.,2019,8,0,en,5972_1,1,0
5973,2019,08_August,The Wives of Bath,1,Iste quia quia. Odit consequatur nulla.,2019,8,0,en,5973_1,1,0
5974,2019,08_August,Let Us Now Praise Famous Men,2,Non reiciendis incidunt. Magni facere non.,2019,8,0,en,5974_1,1,0
5975,2019,08_August,The Wind's Twelve Quarters,2,Sed voluptate qui. Et optio ullam.,2019,8,0,en,5975_1,1,0
5976,2019,08_August,The Waste Land,2,Labore maxime nostrum. Reprehenderit est assumenda.,2019,8,0,en,5976_1,1,0
5977,2019,08_August,Blithe Spirit,3,Molestias est hic. Et voluptatem neque.,2019,8,0,en,5977_1,1,0
5978,2019,08_August,A Farewell to Arms,3,Enim vitae sed. Consequatur atque fugit.,2019,8,0,en,5978_1,1,0
5979,2019,08_August,The Moving Toyshop,3,Ea sed molestiae. Sit atque ut.,2019,8,0,en,5979_1,1,0
5980,2019,08_August,The Mermaids Singing,3,Voluptatem illo quam. Tempore facere iste.,2019,8,0,en,5980_1,1,0
5981,2019,08_August,Of Human Bondage,3,Molestias vitae at. Et assumenda quod.,2019,8,0,en,5981_1,1,0
5982,2019,08_August,Terrible Swift Sword,3,Rerum repudiandae ipsam. Velit possimus accusantium.,2019,8,0,en,5982_1,1,0
5983,2019,08_August,"Absalom, Absalom!",3,Alias explicabo tempora. Sed occaecati odit.,2019,8,0,en,5983_1,1,0
5985,2019,08_August,"If Not Now, When?",3,Similique vero rem. Vero quis et.,2019,8,0,en,5985_1,1,0
5986,2019,08_August,Everything is Illuminated,3,Odio nulla rerum. Architecto quasi ad.,2019,8,0,en,5986_1,1,0
5987,2019,08_August,A Handful of Dust,3,Suscipit voluptas autem. Reiciendis perferendis illo.,2019,8,0,en,5987_1,1,0
5988,2019,08_August,The Cricket on the Hearth,3,Molestiae itaque vel. Eos magni pariatur.,2019,8,0,en,5988_1,1,0
5989,2019,08_August,It's a Battlefield,3,Perspiciatis dolor reiciendis. Quo aperiam reprehenderit.,2019,8,0,en,5989_1,1,0
5990,2019,08_August,A Monstrous Regiment of Women,3,Numquam ullam pariatur. Non nostrum laborum.,2019,8,0,en,5990_1,1,0
5991,2019,08_August,An Acceptable Time,3,Est dolorum repudiandae. Mollitia sequi nisi.,2019,8,0,en,5991_1,1,0
5992,2019,08_August,A Swiftly Tilting Planet,3,Rerum qui excepturi. Molestiae nihil distinctio.,2019,8,0,en,5992_1,1,0
5994,2019,09_September,The Glory and the Dream,2,Et neque odio. Est culpa atque.,2019,9,0,en,5994_1,1,0
5995,2019,09_September,Now Sleeps the Crimson Petal,2,Quo qui consequatur. Debitis possimus laboriosam.,2019,9,0,en,5995_1,1,0
5996,2019,09_September,For Whom the Bell Tolls,2,Optio ut cupiditate. Et ad sunt.,2019,9,0,en,5996_1,1,0
5997,2019,09_September,For a Breath I Tarry,1,Eos sint incidunt. Quam alias quas.,2019,9,0,en,5997_1,1,0
5998,2019,09_September,A Passage to India,1,Sint veritatis nesciunt. Vero expedita doloribus.,2019,9,0,en,5998_1,1,0
5999,2019,09_September,Stranger in a Strange Land,1,Voluptatem est temporibus. Quam laborum aut.,2019,9,0,en,5999_1,1,0
6000,2019,09_September,No Longer at Ease,1,Laudantium maxime et. Totam neque corrupti.,2019,9,0,en,6000_1,1,0
6001,2019,09_September,East of Eden,1,Architecto et voluptatibus. Nihil dolorem commodi.,2019,9,0,en,6001_1,1,0
6002,2019,09_September,Arms and the Man,1,In consequatur quia. Adipisci sunt nulla.,2019,9,0,en,6002_1,1,0
6003,2019,09_September,A Time of Gifts,1,Rerum aperiam possimus. Ab et aut.,2019,9,0,en,6003_1,1,0
6004,2019,09_September,Arms and the Man,1,Dolores labore iusto. Totam non dolorem.,2019,9,0,en,6004_1,1,0
6005,2019,09_September,For a Breath I Tarry,1,Maiores incidunt ea. Ut repudiandae doloribus.,2019,9,0,en,6005_1,1,0
6006,2019,09_September,The Wind's Twelve Quarters,1,Iure eum explicabo. Velit fuga aut.,2019,9,0,en,6006_1,1,0
6007,2019,09_September,Great Work of Time,1,Quaerat cumque quasi. Reprehenderit laborum laboriosam.,2019,9,0,en,6007_1,1,0
6008,2019,09_September,"Alone on a Wide, Wide Sea",1,Harum cupiditate aliquid. Esse saepe fuga.,2019,9,0,en,6008_1,1,0
6009,2019,09_September,Oh! To be in England,1,Magnam nobis et. Molestiae cumque aut.,2019,9,0,en,6009_1,1,0
6010,2019,09_September,The Other Side of Silence,1,Aperiam minus ab. Aut deleniti doloremque.,2019,9,0,en,6010_1,1,0
6011,2019,09_September,Infinite Jest,1,Nobis illo commodi. Repellat itaque unde.,2019,9,0,en,6011_1,1,0
6012,2019,09_September,The Heart Is a Lonely Hunter,1,Enim vel nihil. Amet explicabo recusandae.,2019,9,0,en,6012_1,1,0
6013,2019,10_October,Françoise Sagan,1,Atque quia quisquam. Non et atque.,2019,10,0,en,6013_1,1,0
6014,2019,10_October,O Pioneers!,1,Qui aperiam magni. Eveniet vel id.,2019,10,0,en,6014_1,1,0
